DATE,LOCATION,$LOSS,$RECOVERED,OFFICER,THEFT_TYPE
"03-20-2011","1900 BLOCK N 32ND ST",52,0,"3362 SEDERSTEN","LARC-STOLEN BIKE"
"03-20-2011","1100 BLOCK S 11TH ST",105,0,"1667 SCHWARTZ","LARC-POCKET PICK"
"03-20-2011","7400 BLOCK COOPER AVE",235,150,"1638 LIND","LARC-FROM BUILDING"
"03-20-2011","5900 BLOCK TELLURIDE DR",5000,5000,"1372 WHITE","AUTO THEFT"
"03-20-2011","2900 BLOCK CORNHUSKER HWY",80,0,"417 SCISSORS-DOMGARD","LARC-STOLEN BIKE"
"03-20-2011","700 BLOCK FOLSOM LN",0,0,"1638 LIND","LARC-FROM MOTOR VEH"
"03-20-2011","3500 BLOCK N 48TH ST",7,0,"1636 GRATZ","LARC-SELF SERVE GAS"
"03-21-2011","1100 BLOCK S 11TH ST",201,0,"1608 NITZ","LARC-FROM BUILDING"
"03-21-2011","2700 BLOCK CANDLEWOOD LN",400,0,"1307 WAGNER","LARC-STOLEN BIKE"
"03-21-2011","4700 BLOCK BRIARPARK DR",3000,3000,"1633 HALLOWELL","AUTO THEFT"
"03-21-2011","2300 BLOCK N 1ST ST",58,0,"1307 WAGNER","LARC-SELF SERVE GAS"
"03-21-2011","1100 BLOCK W C ST",1300,0,"941 PRATT","LARC-VEH.ACCESS."
"03-21-2011","800 BLOCK HANNEMAN DR",233,0,"244 CLELAND","LARC-FROM MOTOR VEH"
"03-21-2011","200 BLOCK SOUTH ST",160,0,"1369 WEBER","LARC-OTHER"
"03-21-2011","800 BLOCK HANNEMAN DR",0,0,"244 CLELAND","LARC-FROM MOTOR VEH"
"03-21-2011","4200 BLOCK N 61ST ST",0,0,"1336 HILL","AUTO THEFT"
"03-21-2011","3800 BLOCK TOUZALIN AVE",40,0,"299 ARNOLD","LARC-VEH.ACCESS."
"03-21-2011","3800 BLOCK TOUZALIN AVE",40,0,"299 ARNOLD","LARC-VEH.ACCESS."
"03-21-2011","3800 BLOCK TOUZALIN AVE",40,0,"299 ARNOLD","LARC-VEH.ACCESS."
"03-21-2011","4200 BLOCK N 61ST ST",0,0,"1336 HILL","LARC-FROM MOTOR VEH"
"03-21-2011","2100 BLOCK N COTNER BLVD",2500,0,"1291 WIESE","AUTO THEFT"
"03-21-2011","5100 BLOCK WILSHIRE BLVD",86,0,"1348 FOSLER","LARC-FROM MOTOR VEH"
"03-21-2011","2700 BLOCK W ST",60,0,"1222 WHERRY","LARC-OTHER"
"03-21-2011","2100 BLOCK N 27TH ST",80,80,"1346 LORE","LARC-STOLEN BIKE"
"03-21-2011","1200 BLOCK S 14TH ST",100,0,"597 BURDA","LARC-OTHER"
"03-21-2011","5900 BLOCK ARBOR RD",695,0,"1539 KOSO","LARC-VEH.ACCESS."
"03-21-2011","2700 BLOCK CANDLEWOOD ST",70,70,"927 ROBERTS","LARC-STOLEN BIKE"
"03-21-2011","100 BLOCK S 66TH ST",15,15,"1673 KOENIG","LARC-SHOPLIFT"
"03-21-2011","8TH/GROVELAND",145,0,"1425 PICKERING","LARC-STOLEN BIKE"
"03-21-2011","3900 BLOCK TOUZALIN AVE",499,0,"1468 WOOD","LARC-OTHER"
"03-21-2011","2700 BLOCK PORTER RIDGE RD",3,0,"1536 WINTERBAUER","LARC-SHOPLIFT"
"03-21-2011","5100 BLOCK GREENWOOD ST",47,0,"1681 FELDHAUS","LARC-VEH.ACCESS."
"03-21-2011","3500 BLOCK N 27TH ST",24,24,"1425 PICKERING","LARC-SHOPLIFT"
"03-21-2011","200 BLOCK CENTENNIAL MALL",280,0,"417 SCISSORS-DOMGARD","LARC-POCKET PICK"
"03-21-2011","6100 BLOCK O ST",133,25,"1610 SCHMIDT","LARC-OTHER"
"03-21-2011","5600 BLOCK NW 10TH ST",100,0,"1273 MAXWELL","LARC-VEH.ACCESS."
"03-21-2011","4700 BLOCK N 27TH ST",30,30,"964 ROBINSON","LARC-SHOPLIFT"
"03-21-2011","700 BLOCK FOLSOM LN",5,0,"1666 ARNOLD","LARC-FROM MOTOR VEH"
"03-21-2011","4700 BLOCK N 27TH ST",28,28,"1393 WOLF","LARC-SHOPLIFT"
"03-21-2011","2900 BLOCK N 14TH ST",63,0,"1393 WOLF","LARC-SELF SERVE GAS"
"03-21-2011","4600 BLOCK LEIGHTON AVE",200,200,"1636 GRATZ","LARC-OTHER"
"03-22-2011","2400 BLOCK D ST",350,0,"1666 ARNOLD","LARC-FROM BUILDING"
"03-22-2011","5500 BLOCK UNION HILL RD",14,0,"1182 ABELE","LARC-FROM BUILDING"
"03-22-2011","1700 BLOCK K ST",100,0,"1280 DELANEY","LARC-STOLEN BIKE"
"03-22-2011","4600 BLOCK BRIARPARK DR",215,0,"877 HURLEY","LARC-VEH.ACCESS."
"03-22-2011","2100 BLOCK S 17TH ST",50,50,"962 PRATT","LARC-SHOPLIFT"
"03-22-2011","7100 BLOCK BEAVER CREEK LN",3350,1350,"1279 FERENCE","LARC-FROM BUILDING"
"03-22-2011","2600 BLOCK S 48TH ST",32,32,"1671 PETERSEN","LARC-SHOPLIFT"
"03-22-2011","2800 BLOCK WOODS BLVD",300,0,"1644 DUNCAN","LARC-VEH.ACCESS."
"03-22-2011","1300 BLOCK S 11TH ST",51,51,"1369 WEBER","LARC-SHOPLIFT"
"03-22-2011","2600 BLOCK CORNHUSKER HWY",10,10,"1425 PICKERING","LARC-SHOPLIFT"
"03-22-2011","",150,0,"1517 WUNDERLICH","LARC-VEH.ACCESS."
"03-22-2011","1000 BLOCK SOUTH ST",62,0,"1596 DILSAVER","LARC-SHOPLIFT"
"03-22-2011","11TH/F",600,0,"1573 VOLLMER","LARC-FROM MOTOR VEH"
"03-22-2011","700 BLOCK PENROSE DR",300,0,"3360 WATKINS","LARC-STOLEN BIKE"
"03-22-2011","2300 BLOCK N 1ST ST",18,0,"1632 JOHNSON","LARC-SHOPLIFT"
"03-22-2011","1800 BLOCK O ST",7,0,"1644 DUNCAN","LARC-SHOPLIFT"
"03-22-2011","7300 BLOCK S 30TH ST",0,0,"1182 ABELE","LARC-FROM MOTOR VEH"
"03-23-2011","4400 BLOCK O ST",6,0,"1404 WILHELM","LARC-SHOPLIFT"
"03-23-2011","3800 BLOCK LA SALLE ST",0,0,"1182 ABELE","LARC-FROM MOTOR VEH"
"03-23-2011","5100 BLOCK O ST",1,0,"760 HENSEL","LARC-FROM MOTOR VEH"
"03-23-2011","3300 BLOCK O ST",135,0,"872 CLARKE","LARC-FROM MOTOR VEH"
"03-23-2011","6400 BLOCK SHENANDOAH DR",250,0,"1205 HERRERA","LARC-FROM MOTOR VEH"
"03-23-2011","100 BLOCK W SUMNER ST",0,0,"566 WITTWER","LARC-OTHER"
"03-23-2011","3200 BLOCK N 20TH ST",450,0,"799 SCOTT","LARC-VEH.ACCESS."
"03-23-2011","800 BLOCK FOXCROFT CT",75,75,"805 PUCKET","LARC-FROM MOTOR VEH"
"03-23-2011","6800 BLOCK S 14TH ST",117,0,"767 KNOPIK","LARC-FROM MOTOR VEH"
"03-23-2011","900 BLOCK FOXCROFT LN",50,0,"760 HENSEL","LARC-VEH.ACCESS."
"03-23-2011","2900 BLOCK PINE LAKE RD",40,0,"1205 HERRERA","LARC-SHOPLIFT"
"03-23-2011","2600 BLOCK S 48TH ST",25,25,"1443 NORTON","LARC-SHOPLIFT"
"03-23-2011","2800 BLOCK N 48TH ST",7,0,"1336 HILL","LARC-SHOPLIFT"
"03-23-2011","500 BLOCK B ST",150,0,"720 MCANDREW","LARC-VEH.ACCESS."
"03-23-2011","6100 BLOCK O ST",15,15,"1285 MOORE","LARC-SHOPLIFT"
"03-23-2011","2200 BLOCK ORCHARD ST",300,0,"1663 BERGREN","LARC-OTHER"
"03-23-2011","500 BLOCK W CUMING ST",120,120,"935 WARD","LARC-VEH.ACCESS."
"03-23-2011","3300 BLOCK MADISON AV",11,0,"1285 MOORE","LARC-VEH.ACCESS."
"03-23-2011","1200 BLOCK WASHINGTON ST",126,0,"921 HOLM","LARC-FROM MOTOR VEH"
"03-23-2011","300 BLOCK N 52ND ST",1049,0,"1640 FISHER","LARC-FROM BUILDING"
"03-23-2011","3900 BLOCK A ST",53,0,"1553 JUNKER","LARC-SELF SERVE GAS"
"03-23-2011","58TH/MORRILL",300,150,"3360 WATKINS","LARC-STOLEN BIKE"
"03-23-2011","1700 BLOCK WASHINGTON ST",4,0,"1613 DOLBERG","LARC-SHOPLIFT"
"03-23-2011","5500 BLOCK CALVERT ST",1001,1001,"1604 WIGGINS","LARC-FROM BUILDING"
"03-23-2011","4800 BLOCK N 15TH ST",100,0,"1482 WESCH","LARC-STOLEN BIKE"
"03-23-2011","8200 BLOCK S 40TH ST",60,60,"1604 WIGGINS","LARC-SHOPLIFT"
"03-23-2011","2000 BLOCK C ST",250,0,"1471 QUANDT","LARC-FROM MOTOR VEH"
"03-23-2011","4700 BLOCK N 27TH ST",301,301,"1482 WESCH","LARC-SHOPLIFT"
"03-24-2011","4300 BLOCK CORNHUSKER HWY",0,0,"1404 WILHELM","LARC-FROM MOTOR VEH"
"03-24-2011","300 BLOCK WEDGEWOOD DR",300,100,"1529 LOOS","LARC-FROM MOTOR VEH"
"03-24-2011","1600 BLOCK S 17TH ST",1,0,"566 WITTWER","LARC-FROM MOTOR VEH"
"03-24-2011","1200 BLOCK ARAPAHOE ST",2000,2000,"1189 STUMBO","AUTO THEFT"
"03-24-2011","100 BLOCK W O ST",76,76,"3362 SEDERSTEN","LARC-OTHER"
"03-24-2011","2500 BLOCK D ST",295,0,"743 LINGELBACH","LARC-FROM MOTOR VEH"
"03-24-2011","2100 BLOCK S 17TH ST",12,0,"720 MCANDREW","LARC-FROM MOTOR VEH"
"03-24-2011","1100 BLOCK S 19TH ST",200,0,"547 SAITTA","LARC-FROM MOTOR VEH"
"03-24-2011","1900 BLOCK NW 50TH ST",25,25,"643 FLUITT","LARC-OTHER"
"03-24-2011","1200 BLOCK CLAREMONT ST",100,0,"963 MANGELS","LARC-OTHER"
"03-24-2011","200 BLOCK BELMONT AVE",300,0,"643 FLUITT","LARC-FROM BUILDING"
"03-24-2011","5000 BLOCK N 27TH ST",16,16,"1358 HULSE","LARC-SHOPLIFT"
"03-24-2011","2600 BLOCK N 70TH ST",70,0,"1677 SCOVILL","LARC-FROM BUILDING"
"03-24-2011","7500 BLOCK HOLDREGE ST",15,0,"1664 MC BRIDE","LARC-FROM BUILDING"
"03-24-2011","5700 BLOCK HUNTINGTON AVE",600,0,"1631 REHA","LARC-FROM BUILDING"
"03-24-2011","1800 BLOCK N 28TH ST",50,0,"1663 BERGREN","LARC-OTHER"
"03-24-2011","8300 BLOCK SUNRIDGE RD",75,0,"1640 FISHER","LARC-VEH.ACCESS."
"03-24-2011","1400 BLOCK D ST",660,0,"1603 SEEMAN","LARC-FROM BUILDING"
"03-24-2011","2000 BLOCK J ST",577,0,"3360 WATKINS","LARC-STOLEN BIKE"
"03-24-2011","300 BLOCK 18TH ST",26,0,"1621 SCHAMBER","LARC-FROM BUILDING"
"03-24-2011","1400 BLOCK S 17TH ST",20,20,"1471 QUANDT","LARC-SELF SERVE GAS"
"03-24-2011","5600 BLOCK NW 1ST ST",95,25,"1584 FISHER","LARC-FROM BUILDING"
"03-24-2011","2900 BLOCK PINE LAKE RD",445,445,"1365 WINKLER","LARC-SHOPLIFT"
"03-25-2011","300 BLOCK W CHARLESTON ST",83,0,"1591 BEASLEY","LARC-FROM BUILDING"
"03-25-2011","2100 BLOCK K ST",20,0,"1647 TRAN","LARC-SELF SERVE GAS"
"03-25-2011","2900 BLOCK N 14TH ST",6,0,"783 HINTON","LARC-SHOPLIFT"
"03-25-2011","800 BLOCK C ST",0,0,"720 MCANDREW","AUTO THEFT"
"03-25-2011","600 BLOCK C ST",40,0,"743 LINGELBACH","LARC-FROM MOTOR VEH"
"03-25-2011","800 BLOCK G ST",62,0,"720 MCANDREW","LARC-FROM BUILDING"
"03-25-2011","6700 BLOCK L ST",175,175,"1331 RIPLEY","LARC-VEH.ACCESS."
"03-25-2011","7700 BLOCK CORNHUSKER HWY",400,0,"1682 WINTER","LARC-FROM MOTOR VEH"
"03-25-2011","6200 BLOCK SUNRISE RD",275,0,"1438 HILGER","LARC-FROM MOTOR VEH"
"03-25-2011","8700 BLOCK S 28TH ST",70,70,"1420 JACKSON","LARC-SHOPLIFT"
"03-25-2011","3100 BLOCK CORNHUSKER HWY",25,25,"783 HINTON","LARC-VEH.ACCESS."
"03-25-2011","4400 BLOCK S 27TH ST",205,0,"579 MARTIN","LARC-FROM MOTOR VEH"
"03-25-2011","800 BLOCK C ST",0,0,"720 MCANDREW","LARC-FROM MOTOR VEH"
"03-25-2011","1100 BLOCK Q ST",50,0,"1222 WHERRY","LARC-FROM MOTOR VEH"
"03-25-2011","100 BLOCK W O ST",35,0,"643 FLUITT","LARC-SELF SERVE GAS"
"03-25-2011","2600 BLOCK S 48TH ST",63,63,"1553 JUNKER","LARC-SHOPLIFT"
"03-25-2011","600 BLOCK DANVILLE DR",60,0,"921 HOLM","LARC-FROM MOTOR VEH"
"03-25-2011","700 BLOCK DANVILLE DR",33,0,"921 HOLM","LARC-FROM MOTOR VEH"
"03-25-2011","800 BLOCK DANVILLE CIR",0,0,"921 HOLM","LARC-FROM MOTOR VEH"
"03-25-2011","900 BLOCK ROANOKE CT",200,200,"1621 SCHAMBER","LARC-VEH.ACCESS."
"03-25-2011","100 BLOCK S 66TH ST",19,19,"1671 PETERSEN","LARC-SHOPLIFT"
"03-25-2011","200 BLOCK N 8TH ST",767,0,"3360 WATKINS","LARC-FROM BUILDING"
"03-25-2011","900 BLOCK LAKESHORE ST",35,0,"1270 MORROW","LARC-FROM BUILDING"
"03-25-2011","4700 BLOCK N 27TH ST",101,0,"1358 HULSE","LARC-SHOPLIFT"
"03-25-2011","900 BLOCK ROANOKE CT",400,0,"921 HOLM","LARC-STOLEN BIKE"
"03-25-2011","4400 BLOCK S 33RD CT",18,18,"1536 WINTERBAUER","LARC-SHOPLIFT"
"03-25-2011","2500 BLOCK VINE ST",90,0,"1662 ROMSHEK","LARC-FROM BUILDING"
"03-25-2011","000000",16,16,"3361 KOERNER","LARC-VEH.ACCESS."
"03-26-2011","2300 BLOCK LAKE ST",61,61,"1616 COOPER","LARC-FROM MOTOR VEH"
"03-26-2011","2300 BLOCK C ST",5,0,"1589 LOPEZ","LARC-FROM MOTOR VEH"
"03-26-2011","1300 BLOCK O ST",115,0,"1623 DLOUHY","LARC-FROM BUILDING"
"03-26-2011","1300 BLOCK O ST",65,0,"1647 TRAN","LARC-FROM BUILDING"
"03-26-2011","400 BLOCK S 30TH ST",265,0,"1438 HILGER","LARC-FROM MOTOR VEH"
"03-26-2011","5100 BLOCK HUNTINGTON AVE",1700,0,"1331 RIPLEY","LARC-FROM MOTOR VEH"
"03-26-2011","5100 BLOCK HUNTINGTON AVE",450,0,"1331 RIPLEY","LARC-VEH.ACCESS."
"03-26-2011","1200 BLOCK S 21ST ST",83,0,"566 WITTWER","LARC-FROM MOTOR VEH"
"03-26-2011","100 BLOCK Q ST",28,10,"1533 ELLEY","LARC-FROM BUILDING"
"03-26-2011","2100 BLOCK S 17TH ST",7,0,"767 KNOPIK","LARC-SHOPLIFT"
"03-26-2011","1200 BLOCK S 21ST ST",30,0,"547 SAITTA","LARC-FROM MOTOR VEH"
"03-26-2011","8700 BLOCK ANDERMATT DR",50,0,"1204 KNOPIK","LARC-SHOPLIFT"
"03-26-2011","3400 BLOCK N 85TH ST",80,0,"1204 KNOPIK","LARC-SHOPLIFT"
"03-26-2011","3400 BLOCK N 85TH ST",60,60,"1204 KNOPIK","LARC-SHOPLIFT"
"03-26-2011","3200 BLOCK NORMAL BLVD",20,0,"1438 HILGER","LARC-FROM BUILDING"
"03-26-2011","6100 BLOCK O ST",17,17,"1291 WIESE","LARC-SHOPLIFT"
"03-26-2011","6100 BLOCK O ST",38,38,"1677 SCOVILL","LARC-SHOPLIFT"
"03-26-2011","500 BLOCK S 70TH ST",16,16,"1553 JUNKER","LARC-SHOPLIFT"
"03-26-2011","6100 BLOCK O ST",66,66,"1677 SCOVILL","LARC-SHOPLIFT"
"03-26-2011","6100 BLOCK O ST",13,13,"1677 SCOVILL","LARC-SHOPLIFT"
"03-26-2011","1300 BLOCK NEW HAMPSHIRE ST",1050,0,"1669 TRAN","LARC-FROM BUILDING"
"03-26-2011","6100 BLOCK O ST",182,182,"1642 WILKINSON","LARC-SHOPLIFT"
"03-26-2011","6100 BLOCK O ST",25,25,"1642 WILKINSON","LARC-SHOPLIFT"
"03-26-2011","6100 BLOCK O ST",26,26,"1640 FISHER","LARC-SHOPLIFT"
"03-26-2011","1700 BLOCK WASHINGTON ST",21,21,"1611 HOWARD","LARC-SHOPLIFT"
"03-26-2011","4200 BLOCK HOLDREGE ST",75,0,"1677 SCOVILL","LARC-COIN OP MACH"
"03-26-2011","4700 BLOCK N 27TH ST",30,30,"1669 TRAN","LARC-SHOPLIFT"
"03-26-2011","5000 BLOCK N 27TH ST",56,56,"1599 GENOWAYS","LARC-SHOPLIFT"
"03-26-2011","1300 BLOCK S 10TH ST",190,0,"1597 BANKS","LARC-FROM BUILDING"
"03-26-2011","1400 BLOCK G ST",50,0,"1643 HITE","LARC-FROM BUILDING"
"03-26-2011","5000 BLOCK N 27TH ST",17,17,"1672 BAUMGARTNER","LARC-SHOPLIFT"
"03-26-2011","2600 BLOCK WOODS BLVD",170,0,"1616 COOPER","LARC-FROM BUILDING"
"03-27-2011","300 BLOCK W CORNHUSKER HWY",100,0,"1591 BEASLEY","LARC-FROM BUILDING"
"03-27-2011","1200 BLOCK CHARLESTON ST",600,0,"1599 GENOWAYS","LARC-FROM BUILDING"
"03-27-2011","500 BLOCK D ST",1,0,"244 CLELAND","LARC-FROM MOTOR VEH"
"03-27-2011","2900 BLOCK A ST",6,0,"1438 HILGER","LARC-FROM BUILDING"
"03-27-2011","5000 BLOCK ST PAUL AVE",257,0,"299 ARNOLD","LARC-FROM MOTOR VEH"
"03-27-2011","5300 BLOCK MADISON AVE",250,0,"1682 WINTER","LARC-FROM MOTOR VEH"
"03-27-2011","4900 BLOCK HARTLEY ST",85,0,"1331 RIPLEY","LARC-FROM MOTOR VEH"
"03-27-2011","300 BLOCK S 45TH ST",160,0,"1438 HILGER","LARC-VEH.ACCESS."
"03-27-2011","3900 BLOCK A ST",40,0,"1438 HILGER","LARC-SELF SERVE GAS"
"03-27-2011","4700 BLOCK N 27TH ST",274,274,"927 ROBERTS","LARC-SHOPLIFT"
"03-27-2011","2900 BLOCK PINE LAKE RD",40,40,"1205 HERRERA","LARC-SHOPLIFT"
"03-27-2011","1300 BLOCK WASHINGTON ST",0,0,"1253 BRENNER","LARC-FROM MOTOR VEH"
"03-27-2011","6100 BLOCK O ST",15,15,"1642 WILKINSON","LARC-SHOPLIFT"
"03-27-2011","5300 BLOCK MADISON AVE",840,0,"1681 FELDHAUS","LARC-VEH.ACCESS."
"03-27-2011","6100 BLOCK O ST",8,8,"1399 DOMANSKI","LARC-SHOPLIFT"
"03-27-2011","5100 BLOCK MADISON AVE",232,0,"1681 FELDHAUS","LARC-VEH.ACCESS."
"03-27-2011","2300 BLOCK CORNHUSKER HWY",30,0,"1393 WOLF","LARC-SELF SERVE GAS"
"03-27-2011","4600 BLOCK LEIGHTON AV",0,0,"1638 LIND","LARC-OTHER"
"03-27-2011","1600 BLOCK S 48TH ST",110,0,"1619 PULEC","LARC-FROM MOTOR VEH"
"03-28-2011","1600 BLOCK S 48 PL",252,125,"965 FITCH","LARC-FROM MOTOR VEH"
"03-28-2011","2800 BLOCK N 33RD ST",0,0,"927 ROBERTS","LARC-VEH.ACCESS."
"03-28-2011","200 BLOCK SOUTH ST",0,0,"1275 LEEDOM","LARC-FROM BUILDING"
"03-28-2011","100 BLOCK W SUMNER ST",0,0,"941 PRATT","LARC-OTHER"
"03-28-2011","5800 BLOCK N 33RD ST",225,0,"1543 NISSEN","LARC-FROM BUILDING"
"03-28-2011","2900 BLOCK S 37TH ST",250,250,"1443 NORTON","LARC-FROM BUILDING"
"03-28-2011","2100 BLOCK YOLANDE AVE TING",1600,0,"1259 FAZ","LARC-OTHER"
"03-28-2011","2500 BLOCK NW 12TH ST",50,0,"1186 ALESCH","LARC-SELF SERVE GAS"
"03-28-2011","200 BLOCK S 30TH ST",150,0,"1291 WIESE","LARC-FROM BUILDING"
"03-28-2011","1600 BLOCK Q ST",53,53,"1280 DELANEY","LARC-FROM BUILDING"
"03-28-2011","4100 BLOCK O ST",14,14,"1222 WHERRY","LARC-SHOPLIFT"
"03-28-2011","1000 BLOCK WEST BOND ST ST",91,0,"1670 RICE","LARC-FROM BUILDING"
"03-28-2011","300 BLOCK W IRVING ST",500,0,"1253 BRENNER","LARC-FROM BUILDING"
"03-28-2011","3200 BLOCK NW 12TH ST",26,0,"1185 HILLABRAND","LARC-FROM BUILDING"
"03-28-2011","6300 BLOCK HAVELOCK AVE",6,6,"1681 FELDHAUS","LARC-SHOPLIFT"
"03-28-2011","3400 BLOCK N 85TH ST",38,0,"1680 SANNE","LARC-SHOPLIFT"
"03-28-2011","6100 BLOCK O ST",40,40,"1399 DOMANSKI","LARC-SHOPLIFT"
"03-28-2011","3000 BLOCK S 72ND ST",0,0,"1536 WINTERBAUER","LARC-FROM MOTOR VEH"
"03-28-2011","4700 BLOCK N 27TH ST",8,8,"964 ROBINSON","LARC-SHOPLIFT"
"03-29-2011","1700 BLOCK S 6TH ST",1000,0,"962 PRATT","LARC-VEH.ACCESS."
"03-29-2011","800 BLOCK S 8TH ST",444,444,"244 CLELAND","LARC-FROM BUILDING"
"03-29-2011","1300 BLOCK N 21 ST",160,160,"1437 SPILKER","LARC-STOLEN BIKE"
"03-29-2011","2800 BLOCK NW 48TH ST",101,0,"1186 ALESCH","LARC-FROM BUILDING"
"03-29-2011","2300 BLOCK N 1ST ST",41,0,"1185 HILLABRAND","LARC-SELF SERVE GAS"
"03-29-2011","2100 BLOCK S 17TH ST",24,24,"1275 LEEDOM","LARC-SHOPLIFT"
"03-29-2011","100 BLOCK S 66TH ST",98,98,"792 HUNT","LARC-SHOPLIFT"
"03-29-2011","900 BLOCK S 17TH ST",200,0,"941 PRATT","LARC-STOLEN BIKE"
"03-29-2011","4400 BLOCK BALDWIN AVE",300,0,"1331 RIPLEY","LARC-FROM BUILDING"
"03-29-2011","",480,0,"1664 MC BRIDE","LARC-FROM BUILDING"
"03-29-2011","2500 BLOCK N 48TH ST",5,0,"1676 ENGLER","LARC-SHOPLIFT"
"03-29-2011","2500 BLOCK N ST",150,0,"1644 DUNCAN","LARC-OTHER"
"03-29-2011","1900 BLOCK G ST",3816,3580,"1556 GRELL","AUTO THEFT"
"03-29-2011","2600 BLOCK CORNHUSKER HWY",71,0,"417 SCISSORS-DOMGARD","LARC-OTHER"
"03-29-2011","2200 BLOCK S 16TH ST",100,0,"1485 NOORDHOEK","LARC-VEH.ACCESS."
"03-29-2011","2100 BLOCK S 17TH ST",19,19,"1556 GRELL","LARC-SHOPLIFT"
"03-29-2011","3000 BLOCK HOLDREGE ST",2,0,"1614 CARMICHAEL","LARC-OTHER"
"03-29-2011","1700 BLOCK L ST",20,0,"1644 DUNCAN","LARC-STOLEN BIKE"
"03-29-2011","5300 BLOCK GREENWOOD ST",300,0,"1638 LIND","LARC-STOLEN BIKE"
"03-30-2011","2600 BLOCK CORNHUSKER HWY",17,0,"1393 WOLF","LARC-SHOPLIFT"
"03-30-2011","1200 BLOCK N 9TH ST",150,0,"1393 WOLF","LARC-FROM MOTOR VEH"
"03-30-2011","6700 BLOCK COLBY ST",340,0,"1180 KENNETT","LARC-VEH.ACCESS."
"03-30-2011","2100 BLOCK K ST",6,0,"885 FLOOD","LARC-SHOPLIFT"
"03-30-2011","7900 BLOCK N 56TH ST",1502,0,"1682 WINTER","LARC-FROM MOTOR VEH"
"03-30-2011","2700 BLOCK S 22ND ST",150,0,"597 BURDA","LARC-FROM BUILDING"
"03-30-2011","4700 BLOCK HARTLEY ST",830,0,"792 HUNT","LARC-FROM MOTOR VEH"
"03-30-2011","1200 BLOCK N 9TH ST",400,0,"783 HINTON","LARC-VEH.ACCESS."
"03-30-2011","1800 BLOCK G ST",64,44,"720 MCANDREW","LARC-OTHER"
"03-30-2011","",8,0,"689 MARTI","LARC-VEH.ACCESS."
"03-30-2011","6400 BLOCK CLEVELAND AVE",4,0,"1336 HILL","LARC-FROM MOTOR VEH"
"03-30-2011","800 BLOCK N 23RD ST",35,0,"885 FLOOD","LARC-FROM MOTOR VEH"
"03-30-2011","7000 BLOCK S 14TH ST",221,0,"925 BLOWERS","LARC-FROM BUILDING"
"03-30-2011","5800 BLOCK N 33RD ST",410,0,"1543 NISSEN","LARC-VEH.ACCESS."
"03-30-2011","2200 BLOCK J ST",150,0,"1189 STUMBO","LARC-FROM BUILDING"
"03-30-2011","3500 BLOCK N 27TH ST",8,8,"1358 HULSE","LARC-SHOPLIFT"
"03-30-2011","100 BLOCK S 14TH ST",33,0,"1664 MC BRIDE","LARC-FROM BUILDING"
"03-30-2011","5300 BLOCK BETTY LOU BLVD",1,0,"1604 WIGGINS","LARC-FROM BUILDING"
"03-30-2011","2300 BLOCK S 14TH ST",16,15,"1597 BANKS","LARC-VEH.ACCESS."
"03-30-2011","600 BLOCK S 10TH ST",3,3,"1644 DUNCAN","LARC-SHOPLIFT"
"03-31-2011","300 BLOCK W CORNHUSKER HWY",75,35,"1578 MIKA","PURSE SNATCH"
"03-31-2011","",25,0,"619 ASHLEY","LARC-FROM MOTOR VEH"
"03-31-2011","5500 BLOCK S 48TH ST",30,0,"547 SAITTA","LARC-FROM BUILDING"
"03-31-2011","3600 BLOCK ST PAUL AVE",50,0,"299 ARNOLD","LARC-VEH.ACCESS."
"03-31-2011","5800 BLOCK N 33RD ST",50,0,"1543 NISSEN","LARC-FROM BUILDING"
"03-31-2011","1300 BLOCK HIGH ST",1500,0,"547 SAITTA","LARC-OTHER"
"03-31-2011","3500 BLOCK N 48TH ST",78,73,"689 MARTI","LARC-FROM BUILDING"
"03-31-2011","8700 BLOCK ANDERMATT DR",101,0,"1420 JACKSON","LARC-SHOPLIFT"
"03-31-2011","8800 BLOCK O ST",4981,0,"1285 MOORE","LARC-SHOPLIFT"
"03-31-2011","2500 BLOCK N ST",200,0,"1664 MC BRIDE","LARC-FROM BUILDING"
"03-31-2011","2900 BLOCK N 52ND ST",150,0,"1681 FELDHAUS","LARC-VEH.ACCESS."
"03-31-2011","5000 BLOCK WALKER AVE",100,0,"1468 WOOD","LARC-FROM MOTOR VEH"
"03-31-2011","4700 BLOCK N 27TH ST",37,37,"963 MANGELS","LARC-SHOPLIFT"
"03-31-2011","3200 BLOCK HOLDREGE ST",16,0,"1625 KOPSA","LARC-SHOPLIFT"
"03-31-2011","2500 BLOCK PINE LAKE RD",18,0,"1365 WINKLER","LARC-SHOPLIFT"
"03-31-2011","",250,250,"1539 KOSO","LARC-FROM MOTOR VEH"
"03-31-2011","300 BLOCK W BROADVIEW DR",5,0,"1640 FISHER","LARC-OTHER"
"03-31-2011","2300 BLOCK N 48TH ST",4,4,"1631 REHA","LARC-SHOPLIFT"
"03-31-2011","800 BLOCK S 11TH ST",2,2,"1589 LOPEZ","LARC-SHOPLIFT"
"03-31-2011","1200 BLOCK ARAPAHOE ST",100,0,"1597 BANKS","LARC-FROM BUILDING"
"03-31-2011","1700 BLOCK WASHINGTON ST",56,56,"1611 HOWARD","LARC-SHOPLIFT"
"03-31-2011","1200 BLOCK ARAPAHOE ST",0,0,"1597 BANKS","LARC-FROM BUILDING"
"03-31-2011","11TH/N",75,0,"1647 TRAN","LARC-STOLEN BIKE"
